Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143.0,136.0,5.0,43.07 Lakh,25.75,5,Mercedes-Benz,CLA
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14 kmpl,1798.0,157.8,5.0,0,6.75,14,Skoda,Superb
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,0,6.25,9,Maruti,Ciaz
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,0,5.1,11,Ford,Ecosport
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7 kmpl,2987.0,224.34,5.0,0,10.75,15,Mercedes-Benz,M-Class
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,0,5.7,8,Hyundai,Grand
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5 kmpl,1598.0,105.0,5.0,0,5.95,11,Volkswagen,Vento
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,936.0,56.3,5.0,0,2.4,12,Chevrolet,Beat
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21 kmpl,1493.0,100.0,7.0,0,3.49,11,Mahindra,Quanto
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197.0,80.0,5.0,0,4.0,13,Hyundai,i10
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59 kmpl,1364.0,67.04,5.0,7.83 Lakh,3.85,11,Toyota,Etios
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53 kmpl,1794.0,138.1,5.0,0,3.95,14,Toyota,Corolla
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36 kmpl,1197.0,78.9,5.0,0,3.0,11,Hyundai,i10
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16 kmpl,1196.0,86.8,5.0,0,6.7,6,Ford,Figo
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5 kmpl,1197.0,85.8,5.0,0,6.14,8,Maruti,Ritz
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0 kmpl,1396.0,98.6,5.0,0,4.4,12,Hyundai,i20
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248.0,74.0,5.0,0,4.25,7,Maruti,Swift
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.77 kmpl,4395.0,402.0,5.0,0,25.93,14,BMW,7
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7 kmpl,1598.0,118.0,5.0,0,7.0,8,Maruti,S
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,0,25.12,7,Toyota,Fortuner
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3 kmpl,998.0,68.05,5.0,0,4.45,7,Hyundai,EON
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9 kmpl,1396.0,90.0,5.0,0,2.4,13,Hyundai,i20
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54 kmpl,1598.0,103.6,5.0,0,4.33,12,Volkswagen,Vento
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5 kmpl,1197.0,83.14,5.0,0,6.93,7,Maruti,Swift
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,1396.0,90.0,5.0,0,4.25,10,Hyundai,i20
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21 kmpl,2143.0,203.0,5.0,0,12.5,14,Mercedes-Benz,E-Class
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,4.9,9,Hyundai,Grand
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0 kmpl,1396.0,90.0,5.0,0,4.5,10,Hyundai,i20
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,799.0,53.3,5.0,0,3.0,8,Renault,KWID
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9 kmpl,1197.0,82.0,5.0,0,5.8,9,Hyundai,Xcent
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04 kmpl,1598.0,103.6,5.0,0,3.33,13,Volkswagen,Vento
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39 kmpl,1998.0,163.7,5.0,0,6.62,9,Chevrolet,Cruze
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461.0,108.5,5.0,0,5.75,9,Nissan,Terrano
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,0,6.2,12,Hyundai,Verna
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,6 Lakh,3.5,9,Maruti,Celerio
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,0,2.0,14,Maruti,Wagon
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9 kmpl,1396.0,88.8,5.0,0,4.0,12,Hyundai,i20
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3 kmpl,1781.0,163.2,5.0,0,9.5,13,Audi,A4
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05 kmpl,1995.0,184.0,5.0,0,17.5,11,BMW,X1
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3 kmpl,1598.0,103.52,5.0,0,6.11,9,Skoda,Rapid
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.75,10,Hyundai,i10
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5 kmpl,2835.0,107.2,6.0,0,6.2,17,Mitsubishi,Pajero
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,0,6.15,10,Honda,City
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92 kmpl,998.0,67.1,5.0,0,2.4,12,Maruti,Alto
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248.0,75.0,5.0,0,2.15,15,Maruti,Swift
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,3.75,8,Hyundai,Grand
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6 kmpl,1196.0,70.0,5.0,0,2.15,13,Ford,Figo
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,0,4.75,9,Hyundai,Grand
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5 kmpl,1586.0,103.3,5.0,0,2.45,14,Maruti,SX4
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,13.76 Lakh,11.15,7,Honda,City
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6 kmpl,1461.0,108.45,5.0,14.11 Lakh,8.9,8,Renault,Duster
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.35,10,Honda,Amaze
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494.0,100.6,7.0,0,12.0,9,Toyota,Innova
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07 kmpl,1995.0,181.0,5.0,0,8.5,15,BMW,3
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,4.27,7,Hyundai,i10
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45 kmpl,1461.0,83.8,5.0,0,4.25,12,Renault,Duster
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3 kmpl,2360.0,170.0,5.0,0,9.25,14,Mitsubishi,Outlander
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3 kmpl,1248.0,88.5,5.0,9.12 Lakh,8.61,7,Maruti,Vitara
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8 kmpl,2987.0,261.0,7.0,0,28.0,14,Mercedes-Benz,R-Class
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0 kmpl,1498.0,98.96,5.0,11.2 Lakh,9.25,6,Ford,EcoSport
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08 kmpl,1582.0,126.2,5.0,0,8.6,8,Hyundai,Verna
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,0,7.53,6,Volkswagen,Polo
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64 kmpl,1461.0,108.45,5.0,0,5.75,10,Renault,Duster
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198.0,86.8,5.0,0,4.15,12,Honda,Brio
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16 kmpl,1196.0,86.8,5.0,0,5.84,7,Ford,Figo
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53 kmpl,1968.0,187.74,5.0,0,16.5,12,Audi,A6
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97 kmpl,2993.0,258.0,7.0,0,43.0,9,BMW,X5
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.55,11,Hyundai,i10
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,8.9,6,Hyundai,i20
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4 kmpl,1896.0,90.0,5.0,0,2.5,18,Skoda,Octavia
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2 kmpl,1493.0,110.0,5.0,0,3.85,14,Hyundai,Verna
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1 kmpl,1591.0,121.4,5.0,0,7.5,12,Hyundai,Verna
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3 kmpl,1341.0,61.0,5.0,0,1.8,19,Hyundai,Getz
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0 kmpl,1399.0,68.0,5.0,0,2.25,14,Ford,Figo
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,24.25,9,Audi,A6
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,0,4.35,9,Volkswagen,Polo
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05 kmpl,1995.0,184.0,5.0,0,11.5,12,BMW,X1
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,0,4.75,10,Honda,City
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0 kmpl,1396.0,90.0,5.0,0,4.99,12,Hyundai,i20
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0 kmpl,1199.0,88.7,5.0,0,9.15,6,Honda,Jazz
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1 kmpl,0.0,0.0,0.0,0,2.35,18,Maruti,Swift
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.1 kmpl,2354.0,152.0,5.0,0,13.99,10,Honda,CR-V
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0 kmpl,2143.0,107.3,5.0,0,19.75,10,Mercedes-Benz,A
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16.0 kmpl,2179.0,140.0,7.0,0,16.77,6,Mahindra,XUV500
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.6 kmpl,2523.0,63.0,7.0,0,2.5,18,Mahindra,Bolero
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97 kmpl,1498.0,99.6,5.0,0,3.65,11,Renault,Scala
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35 kmpl,2179.0,187.74,5.0,0,23.5,12,Land,Rover
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,0,3.11,7,Maruti,Alto
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6 kmpl,1496.0,88.73,5.0,0,4.57,11,Toyota,Etios
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,0,5.32,10,Hyundai,i20
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.2,12,Hyundai,i10
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2 kmpl,1248.0,74.0,5.0,0,5.63,8,Maruti,Swift
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1 kmpl,814.0,55.2,5.0,0,3.0,9,Hyundai,EON
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995.0,190.0,5.0,47.87 Lakh,9.25,14,BMW,3
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57 kmpl,1396.0,70.0,5.0,0,1.2,13,Tata,Indigo
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,0,2.15,9,Maruti,Alto
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,0,3.05,14,Volkswagen,Polo
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28 kmpl,1798.0,138.03,5.0,0,11.5,10,Toyota,Corolla
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92 kmpl,1086.0,62.1,5.0,0,2.3,16,Hyundai,Santro
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4 kmpl,1197.0,81.8,5.0,0,4.95,8,Maruti,Swift
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64 kmpl,1461.0,84.8,5.0,0,4.75,11,Renault,Scala
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3 kmpl,1248.0,88.5,5.0,12.47 Lakh,10.15,6,Maruti,Vitara
Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06 kmpl,1198.0,75.0,5.0,0,2.65,13,Nissan,Micra
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,0,3.8,9,Ford,Figo
Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,Automatic,First,13.1 kmpl,1997.0,141.1,5.0,0,16.68,7,Honda,CR-V
Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.01 kmpl,1461.0,108.5,5.0,0,5.0,10,Nissan,Terrano
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71 kmpl,1197.0,78.9,5.0,6.51 Lakh,3.75,13,Toyota,Etios
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396.0,88.76,5.0,0,4.11,11,Hyundai,i20
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16 kmpl,1196.0,86.8,5.0,0,4.25,9,Ford,Figo
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.5 kmpl,2835.0,107.2,6.0,0,3.45,20,Mitsubishi,Pajero
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968.0,174.33,5.0,0,22.5,10,Audi,A4
Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4 kmpl,1998.0,132.0,8.0,0,4.5,18,Toyota,Innova
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.26 kmpl,1150.0,74.9,5.0,0,0.9,17,Chevrolet,Aveo
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3 kmpl,1341.0,83.0,5.0,0,1.85,18,Hyundai,Getz
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,3.25,11,Honda,Amaze
Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.8 kmpl,1248.0,0.0,5.0,0,3.1,14,Maruti,Swift
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,0,7.34,10,Ford,Ecosport
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14 kmpl,1498.0,88.5,5.0,0,4.25,9,Volkswagen,CrossPolo
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.6 kmpl,1197.0,81.86,5.0,0,6.45,8,Hyundai,Elite
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.8 kmpl,2494.0,102.0,8.0,0,10.75,13,Toyota,Innova
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.26 kmpl,2143.0,203.2,5.0,0,27.75,9,Mercedes-Benz,M-Class
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3 kmpl,1061.0,64.0,5.0,0,0.99,19,Maruti,Wagon
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.62 kmpl,2198.0,158.0,7.0,0,24.0,8,Ford,Endeavour
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197.0,81.86,5.0,0,6.1,8,Hyundai,Elite
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199.0,88.7,5.0,10.32 Lakh,8.25,7,Honda,WRV
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,4.65,11,Volkswagen,Polo
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,Manual,First,13.7 kmpl,1997.0,153.86,5.0,0,9.75,10,Honda,CR-V
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,8.1 Lakh,4.4,10,Hyundai,Grand
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1 kmpl,1197.0,85.8,5.0,0,3.99,10,Maruti,Swift
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.2 kmpl,2993.0,258.0,5.0,0,45.73,8,BMW,5
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,0,5.27,10,Ford,Ecosport
Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,26.2 km/kg,998.0,58.2,5.0,0,3.5,10,Maruti,Wagon
Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,0,7.25,8,Honda,City
Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0 kmpl,1405.0,70.0,5.0,0,1.6,16,Tata,Indigo
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.01 kmpl,1461.0,108.45,5.0,0,6.0,10,Renault,Duster
Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.0,14,Hyundai,i10
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,0,4.95,9,Honda,Jazz
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65 kmpl,1248.0,88.5,5.0,0,8.99,8,Maruti,SX4
Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.9 kmpl,2354.0,144.0,5.0,0,1.85,17,Honda,Accord
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,6.16,8,Volkswagen,Polo
Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1 kmpl,1248.0,73.9,5.0,0,3.5,14,Maruti,Ritz
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5 kmpl,1199.0,88.76,5.0,7.52 Lakh,4.5,10,Honda,Amaze
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,7.75,7,Hyundai,i20
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45 kmpl,1461.0,83.8,5.0,0,6.6,10,Renault,Duster
Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,4.98,10,Hyundai,Grand
BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.07 kmpl,1995.0,181.0,5.0,0,9.75,16,BMW,3
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,0,5.55,10,Ford,Ecosport
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5 kmpl,1498.0,108.5,5.0,15.68 Lakh,10.3,8,Volkswagen,Vento
Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.7 kmpl,2354.0,177.6,5.0,0,7.5,13,Honda,Accord
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49 kmpl,1399.0,92.7,5.0,0,1.8,16,Chevrolet,Aveo
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2 kmpl,1199.0,74.0,5.0,0,6.25,7,Volkswagen,Polo
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95 kmpl,2489.0,93.7,7.0,0,6.8,9,Mahindra,Xylo
Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.2 kmpl,1197.0,80.0,5.0,0,3.0,15,Hyundai,i10
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,0,11.6,9,Mahindra,XUV500
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7 kmpl,1582.0,126.24,5.0,0,6.95,11,Hyundai,Elantra
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.3 kmpl,1798.0,160.0,5.0,0,3.5,14,Volkswagen,Passat
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,7.45 Lakh,5.5,10,Hyundai,Grand
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,5.65,9,Hyundai,i20
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2 kmpl,1248.0,73.8,8.0,0,3.25,11,Chevrolet,Enjoy
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,14.3 kmpl,1598.0,103.6,5.0,0,7.72,9,Skoda,Rapid
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,12.0,8,Hyundai,Creta
Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44 kmpl,936.0,57.6,5.0,0,1.55,11,Chevrolet,Beat
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.5 kmpl,2982.0,171.0,7.0,0,10.75,13,Toyota,Fortuner
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,6.72,8,Hyundai,i20
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.07 kmpl,2967.0,241.4,7.0,0,28.55,12,Audi,Q7
Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85 kmpl,2967.0,300.0,4.0,0,75.0,11,Porsche,Panamera
Honda City i VTEC VX,Hyderabad,2016,36891,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,0,10.49,8,Honda,City
Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21 kmpl,1493.0,100.0,7.0,0,3.8,12,Mahindra,Quanto
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55 kmpl,1968.0,140.0,5.0,0,18.5,12,Audi,A4
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.37 kmpl,2359.0,198.25,5.0,0,6.0,11,Hyundai,Sonata
